0f 04 27 00 1f 
0f 04 27 01 08 
0f 04 27 01 0a 
0f 04 27 01 22 
0f 04 27 02 10 
0f 04 27 03 09 
0f 04 27 03 10 
0f 04 27 0c 18 
0f 04 27 0d 10 
0f 04 27 0d 17 
0f 04 27 0d 18 
0f 04 27 0d 1a 
0f 04 27 0d 24 
0f 04 27 0e 09 
0f 04 27 0e 10 
0f 04 27 0e 18 
0f 04 27 13 01 
0f 04 27 15 18 
0f 04 27 1b 10 
0f 04 27 1c 10 
0f 04 27 1d 10 
0f 04 27 24 10 
0f 04 27 25 10 
0f 0b 01 02 16 
0f 0b 01 02 1f 
0f 0b 01 03 07 
0f 0b 01 03 18 
0f 0b 01 0c 10 
0f 0b 01 0c 18 
0f 0b 01 0d 08 
0f 0b 01 0d 10 
0f 0b 01 0d 18 
0f 0b 01 0e 18 
0f 0b 01 0f 08 
0f 0b 01 0f 0a 
0f 0b 01 0f 10 
0f 0b 01 0f 18 
0f 0b 01 13 16 
0f 0b 01 15 18 
0f 0b 01 16 16 
0f 0b 01 16 1f 
0f 0b 01 1b 10 
0f 0b 01 1c 10 
0f 0b 01 24 10 
0f 0b 02 02 10 
0f 0b 02 03 01 
0f 0b 02 03 10 
0f 0b 02 08 10 
0f 0b 02 08 18 
0f 0b 02 0c 10 
0f 0b 02 15 00 
0f 0b 02 1c 10 
0f 0b 08 08 19 
0f 0b 08 0d 01 
0f 0b 08 0d 10 
0f 0b 08 0d 19 
0f 0b 08 0f 01 
0f 0b 08 0f 19 
0f 0b 08 13 16 
0f 0b 08 14 
0f 0b 08 24 16 
0f 0b 09 0d 27 
0f 0b 09 0e 10 
0f 0b 09 0f 00 
0f 0b 09 14 
0f 0b 0a 02 10 
0f 0b 0a 08 27 
0f 0b 0a 0c 10 
0f 0b 0a 0d 27 
0f 0b 0a 0e 10 
0f 0b 0a 0f 01 
0f 0b 0a 0f 10 
0f 0b 0a 0f 27 
0f 0b 0a 1c 
0f 0b 0a 1d 
0f 0b 0a 25 
0f 0b 0b 04 
0f 0b 0b 14 
0f 0b 0b 25 
0f 0b 10 02 0a 
0f 0b 10 02 18 
0f 0b 10 02 19 
0f 0b 10 02 1e 
0f 0b 10 02 20 
0f 0b 10 03 02 
0f 0b 10 03 19 
0f 0b 10 04 18 
0f 0b 10 08 01 
0f 0b 10 08 1f 
0f 0b 10 08 20 
0f 0b 10 08 27 
0f 0b 10 0c 01 
0f 0b 10 0c 12 
0f 0b 10 0c 1e 
0f 0b 10 0c 1f 
0f 0b 10 0c 27 
0f 0b 10 0d 01 
0f 0b 10 0d 08 
0f 0b 10 0d 12 
0f 0b 10 0d 19 
0f 0b 10 0d 1e 
0f 0b 10 0d 27 
0f 0b 10 0e 09 
0f 0b 10 0e 0a 
0f 0b 10 0e 19 
0f 0b 10 0e 27 
0f 0b 10 0f 01 
0f 0b 10 0f 02 
0f 0b 10 13 02 
0f 0b 10 13 12 
0f 0b 10 13 17 
0f 0b 10 15 01 
0f 0b 10 15 02 
0f 0b 10 15 17 
0f 0b 10 15 18 
0f 0b 10 15 1e 
0f 0b 10 15 20 
0f 0b 10 16 02 
0f 0b 10 16 18 
0f 0b 10 16 19 
0f 0b 10 16 20 
0f 0b 10 1b 01 
0f 0b 10 1c 01 
0f 0b 10 1c 02 
0f 0b 10 1c 1f 
0f 0b 10 24 02 
0f 0b 10 24 17 
0f 0b 10 25 18 
0f 0b 11 04 
0f 0b 11 0d 10 
0f 0b 11 0f 10 
0f 0b 11 16 
0f 0b 16 0e 01 
0f 0b 16 0e 27 
0f 0b 16 0f 01 
0f 0b 16 0f 18 
0f 0b 16 13 08 
0f 0b 16 13 10 
0f 0b 16 13 11 
0f 0b 16 15 10 
0f 0b 16 16 11 
0f 0b 16 16 18 
0f 0b 16 24 08 
0f 0b 16 24 10 
0f 0b 16 24 11 
0f 0b 17 08 18 
0f 0b 17 0d 18 
0f 0b 17 0e 27 
0f 0b 17 0f 18 
0f 0b 17 13 18 
0f 0b 17 15 18 
0f 0b 17 1b 
0f 0b 17 24 18 
0f 0b 18 02 10 
0f 0b 18 03 01 
0f 0b 18 03 26 
0f 0b 18 04 10 
0f 0b 18 08 01 
0f 0b 18 08 02 
0f 0b 18 08 17 
0f 0b 18 08 27 
0f 0b 18 0c 01 
0f 0b 18 0c 27 
0f 0b 18 0d 01 
0f 0b 18 0d 17 
0f 0b 18 0d 1a 
0f 0b 18 0d 1b 
0f 0b 18 0d 27 
0f 0b 18 0e 01 
0f 0b 18 0f 01 
0f 0b 18 0f 10 
0f 0b 18 0f 16 
0f 0b 18 0f 17 
0f 0b 18 0f 1a 
0f 0b 18 0f 1b 
0f 0b 18 15 01 
0f 0b 18 15 17 
0f 0b 18 15 20 
0f 0b 18 16 16 
0f 0b 18 1d 01 
0f 0b 18 1d 16 
0f 0b 18 1d 17 
0f 0b 18 1d 27 
0f 0b 18 24 17 
0f 0b 18 24 20 
0f 0b 19 02 10 
0f 0b 19 03 10 
0f 0b 19 08 08 
0f 0b 19 08 27 
0f 0b 19 0d 08 
0f 0b 19 0d 10 
0f 0b 19 0d 18 
0f 0b 19 0e 10 
0f 0b 19 0f 08 
0f 0b 19 0f 10 
0f 0b 19 0f 18 
0f 0b 19 14 
0f 0b 19 1b 
0f 0b 19 1c 10 
0f 0b 19 24 27 
0f 0b 1f 02 01 
0f 0b 1f 02 26 
0f 0b 1f 04 01 
0f 0b 1f 04 09 
0f 0b 1f 04 19 
0f 0b 1f 08 10 
0f 0b 1f 0c 10 
0f 0b 1f 0d 19 
0f 0b 1f 0d 27 
0f 0b 1f 0e 19 
0f 0b 1f 0e 20 
0f 0b 1f 0f 27 
0f 0b 1f 15 19 
0f 0b 1f 16 01 
0f 0b 20 02 10 
0f 0b 20 08 10 
0f 0b 20 0d 09 
0f 0b 20 0d 10 
0f 0b 20 0d 20 
0f 0b 20 0f 09 
0f 0b 20 0f 10 
0f 0b 20 0f 18 
0f 0b 20 0f 20 
0f 0b 20 14 
0f 0b 20 15 18 
0f 0b 20 24 18 
0f 0b 27 08 01 
0f 0b 27 08 0a 
0f 0b 27 08 10 
0f 0b 27 08 18 
0f 0b 27 08 19 
0f 0b 27 0c 0a 
0f 0b 27 0c 1f 
0f 0b 27 0d 08 
0f 0b 27 0d 09 
0f 0b 27 0d 0a 
0f 0b 27 0d 10 
0f 0b 27 0d 18 
0f 0b 27 0d 1a 
0f 0b 27 0d 1f 
0f 0b 27 0e 10 
0f 0b 27 0e 16 
0f 0b 27 0e 17 
0f 0b 27 0f 08 
0f 0b 27 0f 0a 
0f 0b 27 0f 1f 
0f 0b 27 13 10 
0f 0b 27 15 10 
0f 0b 27 15 16 
0f 0b 27 15 1f 
0f 0b 27 24 01 
0f 0b 27 24 08 
0f 0b 27 24 09 
0f 0b 27 24 19 
0f 0b 27 25 18 
0f 0c 01 02 10 
0f 0c 01 02 18 
0f 0c 01 02 1f 
0f 0c 01 03 07 
0f 0c 01 03 10 
0f 0c 01 03 18 
0f 0c 01 03 1f 
0f 0c 01 04 10 
0f 0c 01 08 08 
0f 0c 01 08 0a 
0f 0c 01 08 10 
0f 0c 01 08 18 
0f 0c 01 09 16 
0f 0c 01 09 18 
0f 0c 01 09 1f 
0f 0c 01 0e 00 
0f 0c 01 0e 10 
0f 0c 01 0e 18 
0f 0c 01 0e 1f 
0f 0c 01 13 10 
0f 0c 01 15 18 
0f 0c 01 15 1f 
0f 0c 01 15 27 
0f 0c 01 16 18 
0f 0c 01 16 1f 
0f 0c 01 1b 10 
0f 0c 01 1c 10 
0f 0c 01 1c 20 
0f 0c 01 1d 00 
0f 0c 01 1d 10 
0f 0c 01 24 18 
0f 0c 01 25 10 
0f 0c 01 25 18 
0f 0c 08 08 01 
0f 0c 08 08 19 
0f 0c 08 0f 19 
0f 0c 08 1b 19 
0f 0c 08 1b 20 
0f 0c 09 02 1f 
0f 0c 09 02 27 
0f 0c 09 03 27 
0f 0c 09 08 00 
0f 0c 09 15 18 
0f 0c 09 16 1f 
0f 0c 09 16 27 
0f 0c 09 25 00 
0f 0c 09 25 1f 
0f 0c 09 25 27 
0f 0c 0a 02 10 
0f 0c 0a 03 10 
0f 0c 0a 08 01 
0f 0c 0a 08 10 
0f 0c 0a 08 27 
0f 0c 0a 0f 10 
0f 0c 0a 1c 10 
0f 0c 0a 1d 10 
0f 0c 0a 25 10 
0f 0c 10 02 01 
0f 0c 10 02 0a 
0f 0c 10 02 19 
0f 0c 10 02 1f 
0f 0c 10 02 27 
0f 0c 10 03 01 
0f 0c 10 03 0a 
0f 0c 10 03 12 
0f 0c 10 03 1f 
0f 0c 10 03 20 
0f 0c 10 03 27 
0f 0c 10 04 01 
0f 0c 10 08 01 
0f 0c 10 08 0a 
0f 0c 10 08 12 
0f 0c 10 08 18 
0f 0c 10 08 19 
0f 0c 10 08 1e 
0f 0c 10 09 18 
0f 0c 10 09 19 
0f 0c 10 09 1e 
0f 0c 10 09 20 
0f 0c 10 0a 01 
0f 0c 10 0a 12 
0f 0c 10 0a 19 
0f 0c 10 13 08 
0f 0c 10 13 09 
0f 0c 10 13 12 
0f 0c 10 13 19 
0f 0c 10 13 27 
0f 0c 10 15 0a 
0f 0c 10 15 12 
0f 0c 10 15 19 
0f 0c 10 15 1f 
0f 0c 10 16 01 
0f 0c 10 16 0a 
0f 0c 10 16 19 
0f 0c 10 16 1f 
0f 0c 10 16 27 
0f 0c 10 1b 01 
0f 0c 10 1b 20 
0f 0c 10 1b 27 
0f 0c 10 1c 01 
0f 0c 10 1c 0a 
0f 0c 10 24 01 
0f 0c 10 24 12 
0f 0c 10 24 1f 
0f 0c 10 25 01 
0f 0c 10 25 0a 
0f 0c 10 25 12 
0f 0c 10 25 1f 
0f 0c 10 25 27 
0f 0c 11 02 27 
0f 0c 11 08 10 
0f 0c 11 0a 10 
0f 0c 11 14 10 
0f 0c 11 15 08 
0f 0c 11 15 10 
0f 0c 11 1d 10 
0f 0c 17 03 18 
0f 0c 17 04 20 
0f 0c 17 08 18 
0f 0c 17 09 18 
0f 0c 17 0a 18 
0f 0c 17 0a 27 
0f 0c 17 14 18 
0f 0c 17 15 11 
0f 0c 17 15 18 
0f 0c 17 1d 20 
0f 0c 18 02 01 
0f 0c 18 02 20 
0f 0c 18 02 27 
0f 0c 18 03 01 
0f 0c 18 03 17 
0f 0c 18 03 26 
0f 0c 18 03 27 
0f 0c 18 04 27 
0f 0c 18 08 01 
0f 0c 18 08 10 
0f 0c 18 08 16 
0f 0c 18 08 17 
0f 0c 18 08 1a 
0f 0c 18 08 1b 
0f 0c 18 09 01 
0f 0c 18 09 10 
0f 0c 18 09 16 
0f 0c 18 09 17 
0f 0c 18 14 27 
0f 0c 18 15 01 
0f 0c 18 15 09 
0f 0c 18 15 12 
0f 0c 18 15 17 
0f 0c 18 16 01 
0f 0c 18 16 20 
0f 0c 18 16 27 
0f 0c 18 1b 01 
0f 0c 18 1b 27 
0f 0c 18 1d 01 
0f 0c 18 1d 27 
0f 0c 18 24 01 
0f 0c 18 
0f 0c 19 02 10 
0f 0c 19 02 27 
0f 0c 19 08 08 
0f 0c 19 08 10 
0f 0c 19 08 18 
0f 0c 19 09 10 
0f 0c 19 13 27 
0f 0c 19 14 27 
0f 0c 19 16 27 
0f 0c 19 1b 08 
0f 0c 19 1b 27 
0f 0c 19 1c 10 
0f 0c 19 1d 10 
0f 0c 1f 02 01 
0f 0c 1f 02 09 
0f 0c 1f 02 10 
0f 0c 1f 03 01 
0f 0c 1f 03 10 
0f 0c 1f 03 27 
0f 0c 1f 04 01 
0f 0c 1f 04 19 
0f 0c 1f 08 27 
0f 0c 1f 09 01 
0f 0c 1f 15 01 
0f 0c 1f 16 01 
0f 0c 1f 16 09 
0f 0c 1f 1b 26 
0f 0c 1f 24 10 
0f 0c 1f 25 09 
0f 0c 1f 25 10 
0f 0c 20 02 01 
0f 0c 20 02 11 
0f 0c 20 02 18 
0f 0c 20 03 01 
0f 0c 20 03 11 
0f 0c 20 08 01 
0f 0c 20 08 0a 
0f 0c 20 08 11 
0f 0c 20 08 19 
0f 0c 20 08 1a 
0f 0c 20 09 18 
0f 0c 20 13 01 
0f 0c 20 13 0a 
0f 0c 20 13 10 
0f 0c 20 13 1a 
0f 0c 20 15 01 
0f 0c 20 15 0a 
0f 0c 20 15 10 
0f 0c 20 15 11 
0f 0c 20 16 18 
0f 0c 20 1c 19 
0f 0c 20 1d 01 
0f 0c 20 1d 17 
0f 0c 20 1d 18 
0f 0c 20 25 01 
0f 0c 20 
0f 0c 27 02 09 
0f 0c 27 02 10 
0f 0c 27 02 11 
0f 0c 27 02 18 
0f 0c 27 02 19 
0f 0c 27 03 09 
0f 0c 27 03 10 
0f 0c 27 03 18 
0f 0c 27 03 1f 
0f 0c 27 04 10 
0f 0c 27 04 18 
0f 0c 27 04 1a 
0f 0c 27 08 08 
0f 0c 27 08 0a 
0f 0c 27 08 1f 
0f 0c 27 13 01 
0f 0c 27 13 19 
0f 0c 27 13 1a 
0f 0c 27 14 18 
0f 0c 27 14 19 
0f 0c 27 15 09 
0f 0c 27 15 19 
0f 0c 27 15 22 
0f 0c 27 16 09 
0f 0c 27 16 10 
0f 0c 27 16 18 
0f 0c 27 16 19 
0f 0c 27 1b 10 
0f 0c 27 1b 18 
0f 0c 27 1b 19 
0f 0c 27 1d 10 
0f 0c 27 1d 18 
0f 0c 27 24 18 
0f 0c 27 25 09 
0f 0c 27 25 10 
0f 0c 27 25 18 
0f 0c 27 
0f 0d 01 02 10 
0f 0d 01 02 18 
0f 0d 01 02 1f 
0f 0d 01 03 07 
0f 0d 01 09 08 
0f 0d 01 09 0a 
0f 0d 01 09 10 
0f 0d 01 09 18 
0f 0d 01 0a 10 
0f 0d 01 0a 18 
0f 0d 01 0a 27 
0f 0d 01 0b 10 
0f 0d 01 0b 18 
0f 0d 01 0c 10 
0f 0d 01 0c 19 
0f 0d 01 13 19 
0f 0d 01 13 1f 
0f 0d 01 14 19 
0f 0d 01 15 18 
0f 0d 01 16 18 
0f 0d 01 16 19 
0f 0d 01 16 1f 
0f 0d 01 1b 27 
0f 0d 01 1d 18 
0f 0d 01 24 10 
0f 0d 02 03 18 
0f 0d 02 0a 10 
0f 0d 02 0a 18 
0f 0d 02 0b 10 
0f 0d 02 0c 10 
0f 0d 02 13 18 
0f 0d 02 13 20 
0f 0d 02 15 18 
0f 0d 02 1b 10 
0f 0d 02 1d 10 
0f 0d 02 24 
0f 0d 08 02 00 
0f 0d 08 02 20 
0f 0d 08 09 00 
0f 0d 08 09 10 
0f 0d 08 09 19 
0f 0d 08 0a 10 
0f 0d 08 0a 19 
0f 0d 08 15 20 
0f 0d 08 16 20 
0f 0d 08 1c 10 
0f 0d 08 1d 10 
0f 0d 08 24 
0f 0d 09 02 27 
0f 0d 09 09 00 
0f 0d 09 0a 20 
0f 0d 09 13 27 
0f 0d 09 16 27 
0f 0d 09 1d 10 
0f 0d 0a 09 01 
0f 0d 0a 09 10 
0f 0d 0a 09 27 
0f 0d 0a 0a 27 
0f 0d 0a 0c 10 
0f 0d 0b 1c 
0f 0d 0b 24 
0f 0d 10 02 01 
0f 0d 10 02 12 
0f 0d 10 02 1e 
0f 0d 10 02 1f 
0f 0d 10 03 20 
0f 0d 10 09 01 
0f 0d 10 09 0a 
0f 0d 10 09 12 
0f 0d 10 09 18 
0f 0d 10 09 19 
0f 0d 10 09 1e 
0f 0d 10 0a 01 
0f 0d 10 0a 08 
0f 0d 10 0a 0a 
0f 0d 10 0a 18 
0f 0d 10 0a 19 
0f 0d 10 0a 1e 
0f 0d 10 0b 01 
0f 0d 10 0b 12 
0f 0d 10 0b 1e 
0f 0d 10 0b 1f 
0f 0d 10 0b 27 
0f 0d 10 0c 01 
0f 0d 10 0c 0a 
0f 0d 10 0c 12 
0f 0d 10 0c 18 
0f 0d 10 0c 1e 
0f 0d 10 0c 1f 
0f 0d 10 0c 27 
0f 0d 10 13 0a 
0f 0d 10 13 12 
0f 0d 10 13 18 
0f 0d 10 13 1e 
0f 0d 10 13 27 
0f 0d 10 15 12 
0f 0d 10 15 18 
0f 0d 10 16 01 
0f 0d 10 16 09 
0f 0d 10 16 12 
0f 0d 10 16 1e 
0f 0d 10 16 1f 
0f 0d 10 1b 09 
0f 0d 10 1b 1f 
0f 0d 10 1b 20 
0f 0d 10 1b 27 
0f 0d 10 1c 08 
0f 0d 10 1c 20 
0f 0d 10 24 1f 
0f 0d 11 02 10 
0f 0d 11 02 18 
0f 0d 11 02 27 
0f 0d 11 09 10 
0f 0d 11 0b 10 
0f 0d 11 0c 10 
0f 0d 11 14 10 
0f 0d 11 15 10 
0f 0d 11 16 10 
0f 0d 11 16 18 
0f 0d 11 1d 10 
0f 0d 16 02 01 
0f 0d 16 09 01 
0f 0d 16 09 18 
0f 0d 16 0c 18 
0f 0d 16 13 20 
0f 0d 16 14 01 
0f 0d 16 15 18 
0f 0d 16 16 01 
0f 0d 16 1b 1f 
0f 0d 16 1d 01 
0f 0d 16 24 
0f 0d 17 02 10 
0f 0d 17 09 18 
0f 0d 17 0a 18 
0f 0d 17 0c 27 
0f 0d 17 13 18 
0f 0d 17 13 20 
0f 0d 17 14 01 
0f 0d 17 14 27 
0f 0d 17 15 11 
0f 0d 17 15 27 
0f 0d 17 1b 20 
0f 0d 17 1c 
0f 0d 17 1d 27 
0f 0d 17 24 
0f 0d 18 02 01 
0f 0d 18 02 11 
0f 0d 18 02 1a 
0f 0d 18 02 1b 
0f 0d 18 03 02 
0f 0d 18 09 01 
0f 0d 18 09 10 
0f 0d 18 09 16 
0f 0d 18 09 17 
0f 0d 18 09 1a 
0f 0d 18 09 1b 
0f 0d 18 0a 01 
0f 0d 18 0a 11 
0f 0d 18 0a 16 
0f 0d 18 0a 17 
0f 0d 18 0a 1b 
0f 0d 18 0b 01 
0f 0d 18 0b 27 
0f 0d 18 0c 10 
0f 0d 18 0c 16 
0f 0d 18 0c 27 
0f 0d 18 14 27 
0f 0d 18 15 01 
0f 0d 18 15 02 
0f 0d 18 15 08 
0f 0d 18 15 12 
0f 0d 18 15 16 
0f 0d 18 16 01 
0f 0d 18 16 11 
0f 0d 18 16 1a 
0f 0d 18 16 1b 
0f 0d 18 1b 02 
0f 0d 18 1b 17 
0f 0d 18 1b 27 
0f 0d 18 1d 01 
0f 0d 18 1d 27 
0f 0d 18 24 
0f 0d 19 02 18 
0f 0d 19 03 27 
0f 0d 19 09 08 
0f 0d 19 09 10 
0f 0d 19 09 18 
0f 0d 19 0a 08 
0f 0d 19 0a 27 
0f 0d 19 0b 08 
0f 0d 19 0c 01 
0f 0d 19 13 18 
0f 0d 19 14 01 
0f 0d 19 16 01 
0f 0d 19 16 18 
0f 0d 19 1c 01 
0f 0d 19 1c 18 
0f 0d 19 1d 
0f 0d 1f 02 01 
0f 0d 1f 02 10 
0f 0d 1f 02 20 
0f 0d 1f 02 26 
0f 0d 1f 02 27 
0f 0d 1f 09 27 
0f 0d 1f 0a 10 
0f 0d 1f 0b 10 
0f 0d 1f 0c 19 
0f 0d 1f 0c 26 
0f 0d 1f 13 1a 
